"Product_Code","Ref","Description","ItemRange","Width","Height","ItemSalesPrice_excl","ItemColour","LabourSiteFit","LabourFactory","IsTemplate"
"D1571-D 01","D1571","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","890","2090","R9,195.07","BRONZE","R801.57","R1,122.20","FALSE"
"D1612-D 03","D1612","SINGLE STABLE DOOR -OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","900","2400","R8,664.37","WHITE","R873.42","R1,222.79","FALSE"
"D1640-D 01","D1640","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame][Cas30.5]","Shopfront-Stable+Slatted+Pivot","1470","2100","R10,044.39","SILVER","R994.21","R1,391.89","FALSE"
"D1661-D 01","D1661","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","880","2080","R7,463.24","BRONZE","R0.00","R1,289.94","FALSE"
"D1666-D04","D1666","SINGLE STABLE DOOR -OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","890","2550","R8,498.51","WHITE","R885.26","R1,239.37","FALSE"
"D1666-FRONT DOOR","D1666","PIVOT DOOR-OPEN OUT-90mm STILES","Shopfront-Stable+Slatted+Pivot","1300","2550","R12,567.45","WHITE","R1,309.11","R1,832.75","FALSE"
"D1689-Kitchen D","D1689","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame][Cas30.5]","Shopfront-Stable+Slatted+Pivot","1500","2100","R12,326.99","CHARCOAL","R1,179.90","R1,651.85","FALSE"
"D1713-Kitchen D","D1713","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","895","2100","R8,296.30","SILVER","R864.20","R1,209.88","FALSE"
"D1723-D01 Opt 1","D1723","SINGLE STABLE DOOR -OPEN IN-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2090","R8,914.55","BRONZE","R0.00","R1,540.79","FALSE"
"D1723-D01 Opt 2","D1723","SINGLE STABLE DOOR -OPEN IN-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2090","R7,226.21","BRONZE","R0.00","R1,248.98","FALSE"
"D1725-D01 Opt 1","D1725","SINGLE STABLE DOOR -OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2100","R11,754.35","WHITE","R911.91","R1,276.68","FALSE"
"D1725-D01 Opt 2","D1725","SINGLE STABLE DOOR -OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2100","R11,560.19","WHITE","R891.69","R1,248.36","FALSE"
"VAL-1821 XX","A3181","Valencia Sliding Door","Valencia 2 Panel","1790","2090","R18,983.28","WHITE","R1,505.22","R2,634.14","TRUE"
"VAL-2121 XX","A3181","Valencia Sliding Door","Valencia 2 Panel","2090","2090","R18,905.20","WHITE","R1,476.16","R2,583.27","TRUE"
"VAL-2421 xx","A3181","Valencia Sliding Door","Valencia 2 Panel","2390","2090","R21,195.44","WHITE","R1,657.06","R2,899.85","TRUE"
"VAL-3021 XX","A3181","Valencia Sliding Door","Valencia 2 Panel","1930","2090","R19,587.98","WHITE","R1,537.47","R2,690.56","TRUE"
"B2457-w5","B2457","Valencia Sliding Door","Valencia 2 Panel","2390","2090","R10,104.37","WHITE","R1,127.72","R1,578.81","FALSE"
"B2768-Db1","B2768","70mm Outerframe ..Double 70mm on the left hand side - overall width size = 660","Valencia 2 Panel","630","2300","R4,943.59","WHITE","R551.74","R772.44","FALSE"
"B3558-W 1","B3558","Valencia Sliding Door","Valencia 2 Panel","1970","1485","R7,204.35","Bronze","R0.00","R1,460.95","FALSE"
"B3633-Fix Frame ","B3633","Valencia Sliding Door","Valencia 2 Panel","1000","1000","R1,518.65","WHITE","R169.49","R237.29","FALSE"
"B3633-Fix Insert","B3633","","Valencia 2 Panel","765","935","R1,289.66","WHITE","R143.94","R201.51","FALSE"
"B5021-test","B5021","Valencia Sliding Door","Valencia 2 Panel","6000","2400","R27,356.79","WHITE","R3,053.21","R4,274.50","FALSE"
"B5497-D 2 A","B5497","Valencia Sliding Door","Valencia 2 Panel","3840","2350","R22,907.45","WHITE","R2,237.06","R3,131.88","FALSE"
"B5573-W6","B5573","Valencia Sliding Door","Valencia 2 Panel","4060","1910","R18,686.02","SILVER","R2,085.49","R2,919.69","FALSE"
"B5666-D20","B5666","Valencia Cavity Slider - Key outside & thumbturn inside","Valencia 2 Panel","5270","2400","R31,274.00","CHARCOAL","R3,490.40","R4,886.56","FALSE"
"B5922-W6","B5922","Valencia Sliding Door","Valencia 2 Panel","2030","2070","R17,219.63","SILVER","R1,921.83","R2,690.57","FALSE"
"B5969-D 1","B5969","Valencia Sliding Door","Valencia 2 Panel","3365","2100","R15,493.25","CHARCOAL","R0.00","R2,362.81","FALSE"
"B5969-D2","B5969","Valencia Sliding Door","Valencia 2 Panel","1800","2190","R10,664.60","CHARCOAL","R1,190.25","R1,666.34","FALSE"
"B6073-Lounge D","B6073","Valencia Sliding Door","Valencia 2 Panel","3640","2745","R23,528.65","SPECIAL C1|LL230P-MATT STONE GREY","R2,636.41","R3,690.97","FALSE"
"C3331-SLO5","C3331","Valencia Sliding Door","Valencia 2 Panel","2665","2375","R20,356.53","WHITE","R2,271.93","R3,180.71","FALSE"
"C3523-D 01 Opt 2","C3523","Valencia Sliding Door","Valencia 2 Panel","2000","2400","R17,782.25","CHARCOAL","R2,487.41","R3,482.38","FALSE"
"C3523-D 04","C3523","Valencia Sliding Door","Valencia 2 Panel","2100","2400","R17,782.25","CHARCOAL","R2,556.76","R3,579.47","FALSE"
"C4064-Kitchen D","C4064","Valencia Sliding Door","Valencia 2 Panel","1835","1985","R15,080.34","SILVER","R1,683.07","R2,356.30","FALSE"
"C4064-Lounge D01","C4064","Valencia Sliding Door","Valencia 2 Panel","2990","1985","R19,396.07","SILVER","R2,164.74","R3,030.64","FALSE"
"C4064-Lounge D03","C4064","Valencia Sliding Door","Valencia 2 Panel","2620","1985","R18,013.54","SILVER","R2,010.44","R2,814.62","FALSE"
"C4070-Lounge","C4070","Valencia Sliding Door","Valencia 2 Panel","2965","2435","R37,211.96","SPECIAL C3|VP 7005-DARK SEA GREY","R3,047.71","R4,266.79","FALSE"
"C4070-Main Bed ","C4070","Valencia Sliding Door","Valencia 2 Panel","1945","2435","R24,878.24","SPECIAL C3|VP 7005-DARK SEA GREY","R2,472.53","R3,461.54","FALSE"
"C5055-Stoep Slider ","C5055","Valencia Sliding Door","Valencia 2 Panel","2680","1630","R19,283.38","NAT25","R2,152.16","R3,013.03","FALSE"
"C5172-Dining Room","C5172","Valencia Sliding Door","Valencia 2 Panel","3085","2380","R25,922.02","WHITE","R2,832.20","R3,965.09","FALSE"
"C5599-D01","C5599","Valencia Sliding Door","Valencia 2 Panel","1660","2090","R15,624.10","SPECIAL C3|RL 6019-GREEN PASTEL SM","R1,835.54","R2,569.75","FALSE"
"C5631-D6","C5631","Valencia Sliding Door","Valencia 2 Panel","2390","2400","R19,528.59","CHARCOAL","R2,179.53","R3,051.34","FALSE"
"C5824-Lounge C Opt 2","C5824","Valencia Sliding Door","Valencia 2 Panel","2790","2525","R23,777.44","WHITE","R2,653.73","R3,715.23","FALSE"
"C5948-Main Bed Insert","C5948","Valencia Sliding Door","Valencia 2 Panel","2997","1032","R14,233.47","CHARCOAL","R1,588.56","R2,223.98","FALSE"
"C6024-Butt Joint A","C6024","Valencia Sliding Door - Fixed Panel .. Inside Size = 805","Valencia 2 Panel","928","1490","R7,978.96","BLACK|MATT BLACK","R890.51","R1,246.71","FALSE"
"C6024-Butt Joint B","C6024","Valencia Sliding Door - Inside Size = 3170","Valencia 2 Panel","3294","1490","R16,053.22","BLACK|MATT BLACK","R1,791.65","R2,508.32","FALSE"
"C6248-Valencia Door","C6248","Valencia Sliding Door","Valencia 2 Panel","2990","2150","R20,626.77","SILVER","R2,302.10","R3,222.93","FALSE"
"C6248-W05","C6248","Valencia Sliding Door","Valencia 2 Panel","2990","2150","R20,076.03","SILVER","R2,240.63","R3,136.88","FALSE"
"C6414-Lounge B Insert","C6414","Valencia Sliding Door","Valencia 2 Panel","2287","1905","R19,315.17","NAT25","R2,155.71","R3,018.00","FALSE"
"C6414-Lounge C","C6414","Valencia Sliding Door","Valencia 2 Panel","2000","1900","R18,080.78","NAT25","R2,017.94","R2,825.12","FALSE"
"C6417-Lounge B Insert","C6417","Valencia Sliding Door","Valencia 2 Panel","2252","1930","R19,308.86","NAT25","R2,155.01","R3,017.01","FALSE"
"C6417-Lounge C","C6417","Valencia Sliding Door","Valencia 2 Panel","2095","1915","R18,563.05","NAT25","R2,071.77","R2,900.48","FALSE"
"C6641-D 02","C6641","Valencia Sliding Door","Valencia 2 Panel","2400","2100","R20,822.30","WHITE","R2,168.99","R3,036.59","FALSE"
"C6641-D 04","C6641","Valencia Sliding Door","Valencia 2 Panel","1800","2100","R18,169.40","WHITE","R1,892.65","R2,649.70","FALSE"
"C6641-D 05","C6641","Valencia Sliding Door","Valencia 2 Panel","2400","2100","R19,991.85","WHITE","R2,082.48","R2,915.48","FALSE"
"C7172-W2","C7172","Valencia Sliding Door","Valencia 2 Panel","4020","1300","R20,475.07","WHITE","R2,285.17","R3,199.23","FALSE"
"C7172-W3","C7172","Valencia Sliding Door","Valencia 2 Panel","3205","1300","R18,403.77","WHITE","R2,053.99","R2,875.59","FALSE"
"C7241-Lounge ","C7241","Valencia Sliding Door","Valencia 2 Panel","1705","2090","R20,649.24","WHITE","R2,304.60","R3,226.44","FALSE"
"C7601-Opt 1","C7601","Valencia Sliding Door","Valencia 2 Panel","2000","2100","R20,879.71","WHITE","R2,018.72","R2,826.21","FALSE"
"C7614-Entrance","C7614","Valencia Sliding Door","Valencia 2 Panel","2360","2120","R21,538.64","WHITE","R2,139.44","R2,995.22","FALSE"
"C7704-Lounge Opt 2","C7704","Valencia Sliding Door[Cas38]","Valencia 2 Panel","4080","2050","R35,210.87","BRONZE","R3,438.56","R4,813.99","FALSE"
"C7973-W 01","C7973","Valencia Sliding Door","Valencia 2 Panel","1500","1900","R18,740.00","WHITE","R1,639.58","R2,295.42","FALSE"
"C7992-D 04","C7992","Valencia Sliding Door","Valencia 2 Panel","2700","2120","R18,983.28","WHITE","R3,111.16","R4,355.63","FALSE"
"C7992-D 11","C7992","Valencia Sliding Door","Valencia 2 Panel","2000","2100","R18,983.28","WHITE","R2,551.56","R3,572.18","FALSE"
"C7992-D 19","C7992","Valencia Sliding Door","Valencia 2 Panel","2100","2125","R18,983.28","WHITE","R2,651.06","R3,711.49","FALSE"
"C7992-D 20","C7992","Valencia Sliding Door","Valencia 2 Panel","2400","2125","R18,983.28","WHITE","R2,883.73","R4,037.22","FALSE"
"C7992-W 07","C7992","Valencia Sliding Door","Valencia 2 Panel","3900","900","R18,983.28","WHITE","R2,444.36","R3,422.11","FALSE"
"C7992-W 08","C7992","Valencia Sliding Door","Valencia 2 Panel","3900","900","R18,983.28","WHITE","R2,415.76","R3,382.07","FALSE"
"C8066-D 01","C8066","Valencia Sliding Door","Valencia 2 Panel","2400","2100","R20,683.35","WHITE","R2,154.52","R3,016.32","FALSE"
"C8158-KIDS BED-4","C8158","VALENCIA DOUBLE SLIDING DOOR","Valencia 2 Panel","1790","2090","R18,149.29","BLACK|MATT BLACK","R2,566.57","R2,566.57","FALSE"
"C8221-Main House W 01","C8221","Valencia Sliding Door,Thumb turn inside and key outside","Valencia 2 Panel","2110","1770","R16,448.22","CHARCOAL","R1,836.66","R2,571.32","FALSE"
"C8221-Main House W 02","C8221","Valencia Sliding Door,Thumb turn inside and key outside","Valencia 2 Panel","2360","1770","R17,419.39","CHARCOAL","R1,945.05","R2,723.07","FALSE"
"C8275-D 02","C8275","Valencia Sliding Door[Cas30.5]","Valencia 2 Panel","2400","2100","R21,841.07","WHITE","R2,275.11","R3,185.16","FALSE"
"C8371-D 01","C8371","Valencia Sliding Door","Valencia 2 Panel","3010","2070","R25,170.97","BLACK|MATT BLACK","R2,458.10","R3,441.34","FALSE"
"C8371-D 02","C8371","Valencia Sliding Door","Valencia 2 Panel","1790","2090","R18,772.60","BLACK|MATT BLACK","R1,833.26","R2,566.57","FALSE"
"C8420-B","C8420","Valencia Sliding Door[Shop]","Valencia 2 Panel","1350","2150","R18,618.73","SPECIAL C1|LL259P-MATT DARK UMBER GREY","R1,746.09","R2,444.52","FALSE"
"C8640-D 01","C8640","Valencia Sliding Door[Shop]","Valencia 2 Panel","2400","2500","R23,390.62","SILVER","R2,436.52","R3,411.13","FALSE"
"C8682-Opt 1","C8682","Valencia Sliding Door","Valencia 2 Panel","2240","2460","R25,694.13","WHITE","R2,259.81","R3,163.73","FALSE"
"C8710-D 01","C8710","Valencia Sliding Door[Shop]","Valencia 2 Panel","2400","2500","R26,115.92","SPECIAL C3|ANP39006-MATT GREY -LIGHT","R2,720.41","R3,808.57","FALSE"
"C8780-Lounge A","C8780","Valencia Sliding Door","Valencia 2 Panel","4225","1805","R26,662.19","SILVER","R2,976.61","R4,167.26","FALSE"
"C8928-D 03","C8928","Valencia Sliding Door","Valencia 2 Panel","1700","2130","R17,414.02","BLACK|MATT BLACK","R1,825.52","R2,555.72","FALSE"
"C8928-D 04","C8928","Valencia Sliding Door","Valencia 2 Panel","1700","2080","R17,157.08","BLACK|MATT BLACK","R1,798.48","R2,517.87","FALSE"
"C9084-DINING 3","C9084","Valencia Sliding Door","Valencia 2 Panel","1720","1480","R15,436.09","CHARCOAL","R1,461.75","R2,046.45","FALSE"
"C9188-BED 1.","C9188","Valencia Sliding Door","Valencia 2 Panel","1770","2380","R16,533.07","WHITE","R1,853.10","R2,594.34","FALSE"
"C9199-D 07 & 08","C9199","Valencia Sliding Door","Valencia 2 Panel","1800","2100","R23,442.47","SILVER","R2,616.35","R3,662.89","FALSE"
"C9205-BALCONY A","C9205","Valencia Sliding Door","Valencia 2 Panel","2000","2190","R18,932.60","CHARCOAL","R1,908.53","R2,671.94","FALSE"
"C9205-BALCONY C","C9205","Valencia Sliding Door","Valencia 2 Panel","1790","2130","R18,410.12","CHARCOAL","R1,855.86","R2,598.20","FALSE"
"C9238-Kitchen Opt 3.1","C9238","Valencia Sliding Door","Valencia 2 Panel","3030","2090","R18,983.28","WHITE","R2,622.40","R3,671.36","FALSE"
"C9238-Lounge Opt 3.1","C9238","Valencia Sliding Door","Valencia 2 Panel","3260","2090","R18,983.28","WHITE","R2,742.05","R3,838.87","FALSE"
"C9279-W-G17","C9279","Valencia Sliding Door","Valencia 2 Panel","1884","2635","R40,923.60","CHARCOAL","R4,209.39","R5,893.15","FALSE"
"C9403-D 01","C9403","Valencia Sliding Door","Valencia 2 Panel","2400","2300","R26,620.17","WHITE","R2,306.66","R3,229.32","FALSE"
"C9474-D01","C9474","Valencia Sliding Door","Valencia 2 Panel","3640","2970","R33,555.79","CHARCOAL","R3,745.07","R5,243.09","FALSE"
"C9536-W01","C9536","Valencia Sliding Door","Valencia 2 Panel","2440","1780","R17,175.81","WHITE","R1,916.94","R2,683.72","FALSE"
"C9536-W03","C9536","Valencia Sliding Door","Valencia 2 Panel","2935","1695","R18,604.04","WHITE","R2,076.34","R2,906.88","FALSE"
"C9688-D 02","C9688","Valencia Sliding Door","Valencia 2 Panel","2400","2100","R23,667.76","CHARCOAL","R2,115.99","R2,962.39","FALSE"
"C9688-D 03","C9688","Knysna Slider with insect screen door","Valencia 2 Panel","1800","2100","R19,025.12","CHARCOAL","R985.66","R1,379.92","FALSE"
"C9823-D 09","C9823","Valencia Sliding Door","Valencia 2 Panel","2400","2465","R18,983.28","SPECIAL C3|ITC 3121-DOVE GREY","R2,851.99","R3,992.78","FALSE"
"D1097-Main Bed D","D1097","Valencia Sliding Door","Valencia 2 Panel","1760","2115","R17,607.40","CHARCOAL","R1,834.11","R2,567.75","FALSE"
"D1105-D 07,12,14","D1105","Valencia Sliding Door  - Maximum we can do the top hung is 1200mm","Valencia 2 Panel","3640","2400","R36,217.32","SPECIAL C1|VP 7114 - MATT TRAFFIC GREY","R3,536.85","R4,951.59","FALSE"
"D1105-D 20","D1105","Valencia Sliding Door  - Maximum we can do the top hung is 1200mm","Valencia 2 Panel","3120","2400","R31,227.64","SPECIAL C1|VP 7114 - MATT TRAFFIC GREY","R3,049.57","R4,269.40","FALSE"
"D1182-D01","D1182","Valencia Sliding Door","Valencia 2 Panel","2900","2465","R20,710.19","BLACK","R0.00","R3,835.22","FALSE"
"D1182-D02","D1182","Valencia Sliding Door","Valencia 2 Panel","1475","2720","R20,963.16","BLACK","R0.00","R3,882.07","FALSE"
"D1182-D03","D1182","Valencia Sliding Door","Valencia 2 Panel","2410","2720","R19,883.02","BLACK","R0.00","R3,682.04","FALSE"
"D1183-D01","D1183","Valencia Sliding Door","Valencia 2 Panel","2900","2465","R26,298.65","BLACK","R2,739.44","R3,835.22","FALSE"
"D1183-D02","D1183","Valencia Sliding Door","Valencia 2 Panel","1475","2720","R26,619.89","BLACK","R2,772.91","R3,882.07","FALSE"
"D1183-D03","D1183","Valencia Sliding Door","Valencia 2 Panel","2410","2720","R25,248.27","BLACK","R2,630.03","R3,682.04","FALSE"
"D1193-D 07,12,14","D1193","Valencia Sliding Door  - Maximum we can do the top hung is 1200mm","Valencia 2 Panel","3640","2400","R52,637.01","SPECIAL C1|VP 7114 - MATT TRAFFIC GREY","R5,140.33","R7,196.47","FALSE"
"D1193-D 20","D1193","Valencia Sliding Door  - Maximum we can do the top hung is 1200mm","Valencia 2 Panel","3120","2400","R45,197.40","SPECIAL C1|VP 7114 - MATT TRAFFIC GREY","R4,413.81","R6,179.33","FALSE"
"D1216-Bed 1","D1216","Valencia Sliding Door","Valencia 2 Panel","1770","2350","R18,035.59","WHITE","R2,012.90","R2,818.06","FALSE"
"D1402-D 02","D1402","Valencia Sliding Door","Valencia 2 Panel","2030","2480","R33,206.84","WHITE","R3,242.86","R4,540.00","FALSE"
"D1402-D 03","D1402","Valencia Sliding Door","Valencia 2 Panel","2960","2490","R43,311.68","WHITE","R4,229.66","R5,921.52","FALSE"
"D1612-D 06","D1612","Valencia Sliding Door","Valencia 2 Panel","2800","3025","R31,101.36","WHITE","R3,135.22","R4,389.31","FALSE"
"D1612-D 09","D1612","Valencia Sliding Door","Valencia 2 Panel","3500","3015","R39,124.79","WHITE","R3,944.03","R5,521.65","FALSE"
"D1612-D 10","D1612","Valencia Sliding Door","Valencia 2 Panel","2450","3015","R28,936.09","WHITE","R2,916.95","R4,083.72","FALSE"
"D1612-D 11","D1612","Valencia Sliding Door","Valencia 2 Panel","3550","3015","R39,484.71","WHITE","R3,980.31","R5,572.44","FALSE"
"D1612-D 12","D1612","Valencia Sliding Door","Valencia 2 Panel","1750","2100","R18,458.36","WHITE","R1,860.72","R2,605.01","FALSE"
"D1612-D 13","D1612","Valencia Sliding Door","Valencia 2 Panel","2800","2100","R23,186.55","WHITE","R2,337.35","R3,272.30","FALSE"
"D1612-D 15","D1612","Valencia Sliding Door","Valencia 2 Panel","3000","2400","R27,815.21","WHITE","R2,803.95","R3,925.53","FALSE"
"D1612-D 16","D1612","Valencia Sliding Door","Valencia 2 Panel","2300","2400","R22,690.81","WHITE","R2,287.38","R3,202.33","FALSE"
"D1612-D 20","D1612","Valencia Sliding Door","Valencia 2 Panel","2450","2150","R21,908.34","WHITE","R2,208.50","R3,091.90","FALSE"
"VAL-2421 XXX","A3181","Valencia Sliding Door","Valencia 3 Panel","2390","2090","R27,127.31","WHITE","R2,249.75","R3,937.06","TRUE"
"VAL-3021 XXX","A3181","Valencia Sliding Door","Valencia 3 Panel","2990","2090","R30,515.15","WHITE","R2,526.27","R4,420.97","TRUE"
"VAL-3621 XXX","A3181","Valencia Sliding Door","Valencia 3 Panel","3590","2090","R33,902.98","WHITE","R2,802.78","R4,904.87","TRUE"
"VAL-4221 XXX","A3181","Valencia Sliding Door","Valencia 3 Panel","4190","2090","R37,290.80","WHITE","R3,079.30","R5,388.77","TRUE"
"VAL-4821 XXX","A3181","Valencia Sliding Door","Valencia 3 Panel","4790","2090","R44,258.03","WHITE","R3,617.61","R6,330.82","TRUE"
"B1467-D 1 Opt 1","B1467","Valencia Sliding Door","Valencia 3 Panel","5000","2120","R23,917.96","WHITE","R2,669.42","R3,737.18","FALSE"
"B3074-D10","B3074","Valencia Sliding Door","Valencia 3 Panel","4340","2400","R19,257.47","BLACK","R2,149.27","R3,008.98","FALSE"
"B3074-D12","B3074","Valencia Sliding Door","Valencia 3 Panel","4630","2400","R19,750.70","BLACK","R2,204.32","R3,086.05","FALSE"
"B3074-D15","B3074","Valencia Sliding Door","Valencia 3 Panel","3570","2410","R16,512.30","BLACK","R1,842.89","R2,580.05","FALSE"
"B3074-D17","B3074","Valencia Sliding Door","Valencia 3 Panel","3930","2410","R17,681.89","BLACK","R1,973.43","R2,762.80","FALSE"
"B3419-D 1","B3419","Valencia Sliding Door","Valencia 3 Panel","5105","2365","R28,407.69","WHITE","R3,019.53","R4,227.34","FALSE"
"B4776-D3","B4776","Valencia Sliding Door","Valencia 3 Panel","5240","2000","R26,311.11","BLACK","R2,936.51","R4,111.11","FALSE"
"B5563-D3","B5563","Valencia Sliding Door","Valencia 3 Panel","4270","2670","R31,616.47","CHARCOAL","R3,528.62","R4,940.07","FALSE"
"B5795-Triple Slider","B5795","Valencia Sliding Door","Valencia 3 Panel","6355","2660","R49,097.54","SILVER","R5,479.64","R7,671.49","FALSE"
"B7238-D 04","B7238","Valencia Sliding Door","Valencia 3 Panel","6960","2700","R44,808.11","CHARCOAL","R4,375.79","R6,126.11","FALSE"
"B7238-D 06","B7238","Valencia Sliding Door","Valencia 3 Panel","8880","2700","R70,571.68","CHARCOAL","R6,891.77","R9,648.47","FALSE"
"B7238-D 07","B7238","Valencia Sliding Door","Valencia 3 Panel","8880","2700","R70,571.68","CHARCOAL","R6,891.77","R9,648.47","FALSE"
"B9161-Folding Door","B9161","Valencia Sliding Door","Valencia 3 Panel","2990","2100","R28,114.55","WHITE","R2,745.56","R3,843.79","FALSE"
"C3523-D 03","C3523","Valencia Sliding Door","Valencia 3 Panel","3500","2400","R32,186.73","CHARCOAL","R4,244.71","R5,942.60","FALSE"
"C3523-D 03 Patio","C3523","Valencia Sliding Door","Valencia 3 Panel","2400","2400","R32,186.73","CHARCOAL","R3,352.64","R4,693.70","FALSE"
"C3631-Lounge","C3631","Valencia Sliding Door","Valencia 3 Panel","4990","2090","R38,663.37","NAT25","R4,281.80","R5,994.52","FALSE"
"C3929-D 01","C3929","Valencia Sliding Door","Valencia 3 Panel","2870","2085","R32,557.45","BRONZE","R2,682.38","R3,755.34","FALSE"
"C4266-DINING ROOM SLIDER","C4266","Valencia Sliding Door","Valencia 3 Panel","3320","2190","R28,945.50","CHARCOAL","R2,992.37","R4,189.31","FALSE"
"C5540-A","C5540","Valencia Sliding Door - VP 71149","Valencia 3 Panel","5600","2100","R55,084.21","CHARCOAL","R4,314.69","R6,040.56","FALSE"
"C5540-B","C5540","Valencia Sliding Door","Valencia 3 Panel","4500","2100","R35,986.39","CHARCOAL","R3,709.11","R5,192.76","FALSE"
"C5540-C","C5540","Valencia Sliding Door","Valencia 3 Panel","4500","2100","R35,986.39","CHARCOAL","R3,709.11","R5,192.76","FALSE"
"C5843-Downstairs ","C5843","Valencia Sliding Door","Valencia 3 Panel","4915","2490","R38,975.31","CHARCOAL","R4,349.92","R6,089.89","FALSE"
"C5843-Upstairs Door ","C5843","No Key No Handle On Outside - Key Hole @ 1100 .. Half Thumb Turn Inside","Valencia 3 Panel","5960","2350","R43,039.12","CHARCOAL","R4,803.47","R6,724.86","FALSE"
"C6144-D01","C6144","Valencia Sliding Door","Valencia 3 Panel","3800","2300","R25,359.10","SPECIAL C2|VP 1101-MATT WHITE","R0.00","R5,194.06","FALSE"
"C6732-A","C6732","","Valencia 3 Panel","6600","2540","R71,110.49","CHARCOAL","R8,323.20","R11,652.48","FALSE"
"C6732-B","C6732","Valencia Sliding Door","Valencia 3 Panel","2615","2540","R35,524.80","CHARCOAL","R3,726.00","R5,216.40","FALSE"
"C6732-B.","C6732","Valencia Sliding Door","Valencia 3 Panel","2765","2535","R7,754.13","CHARCOAL","R865.42","R1,211.58","FALSE"
"C6732-C.","C6732","Valencia Sliding Door","Valencia 3 Panel","6740","2535","R15,216.88","CHARCOAL","R1,698.31","R2,377.64","FALSE"
"C7108-D01","C7108","Valencia Sliding Door","Valencia 3 Panel","5945","2260","R47,209.77","WHITE","R5,268.95","R7,376.53","FALSE"
"C7108-D02","C7108","Valencia Sliding Door","Valencia 3 Panel","6405","2260","R49,687.78","WHITE","R5,545.51","R7,763.72","FALSE"
"C7330-DA1.01","C7330","Valencia Sliding Door - Includes 25 x 25 Angle under door,Multi-point locking system 2 point","Valencia 3 Panel","3335","2400","R50,885.48","SPECIAL C2|RL244P-MATT SILK GREY","R4,732.65","R6,625.71","FALSE"
